spelling,tags,target_word_ids,decision,reason,translation_reference,inflections_reference,source_id
occurrence,cet4 cet6 ky toefl ielts gre,"[""cet4-w-d3314abcdb0d8c665af3""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 发生, 事件, 出现
[医] 发生",s:occurrences,ecdict-bc015ed2e24a
ocean,zk gk cet4 ky ielts,"[""cet4-w-ad1f1ea4c23d757171be""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 海洋, 广阔, 许多, 一大片
[法] 海洋, 海",s:oceans,ecdict-bc015ed2e24a
Oceania,gk cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,n. 大洋洲,,ecdict-bc015ed2e24a
odd,cet4 cet6 ky toefl ielts,"[""cet4-w-fd6003110a56f3af9c39""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 奇数的, 古怪的, 剩余的, 零散的, 各种各样的, 少量的
n. 奇特的事物, 怪人
[计] 奇数, 奇校验, 光数据数字转换器",,ecdict-bc015ed2e24a
odour,cet4 cet6 ielts,"[""cet4-w-ca0f2dc53b0d3b66b597""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 气味, 臭气, 香气, 味道, 迹象, 名誉, 声誉
[医] 气味",s:odours,ecdict-bc015ed2e24a
offend,cet4 cet6 ky ielts gre,"[""cet4-w-9923bd2e99733e6b3c0e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 犯罪, 冒犯, 违反, 进攻",d:offended/p:offended/3:offends/i:offending,ecdict-bc015ed2e24a
offer,zk gk cet4 cet6 ky toefl ielts,"[""cet4-w-56c1cf9c7cd080f1fbda""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 给予(物), 出价, 提议, 意图, 报价
vt. 提供, 出价, 奉献, 试图, 使出现, 演出
vi. 出现, 献祭, 提议, 求婚",d:offered/3:offers/i:offering/p:offered/s:offers,ecdict-bc015ed2e24a
officer,zk gk cet4 cet6 ky ielts,"[""cet4-w-eeb33f0a98e452a0404c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 军官, 主管, 官员, 公务员
vt. 指挥",s:officers/i:officering/p:officered/3:officers/d:officered,ecdict-bc015ed2e24a
official,gk cet4 cet6 ky toefl,"[""cet4-w-cf433a6ef0a7730ad999""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 官员, 公务员, 职员
a. 公务的, 官方的, 正式的",s:officials,ecdict-bc015ed2e24a
oil,zk gk cet4 ky ielts,"[""cet4-w-56e806f45e59d1d4cf31""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 油, 石油, 油画颜料
vt. 涂油于, 使融化成油状, 加油于
vi. 加燃油, 融化",s:oils/p:oiled/i:oiling/d:oiled/3:oils,ecdict-bc015ed2e24a
okay,cet4 ky,"[""cet4-w-5c44e511d6dcd2a5a4b4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 好, 可以, 行, 对, 好吗, 很好
adv. 好, 可以, 行, 对, 好吗, 很好
n. 同意, 签认, 批准, 认可
vt. 同意, 签认, 批准, 认可",i:okaying/p:okayed/3:okays/d:okayed,ecdict-bc015ed2e24a
omit,cet4 cet6 ky toefl ielts gre,"[""cet4-w-edf5e5ea3fa8a480b044""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 省略, 删除, 疏忽, 遗漏
[化] 省略",d:omitted/i:omitting/p:omitted/3:omits,ecdict-bc015ed2e24a
oneself,zk gk cet4 ky,"[""cet4-w-6f0a3825e89b97babac1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"pron. 自己, 亲自",,ecdict-bc015ed2e24a
onion,gk cet4 cet6 ky,"[""cet4-w-fc4bfc5fbb02a858fcea""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 洋葱
vt. 因洋葱使掉泪",s:onions,ecdict-bc015ed2e24a
onto,gk cet4 ky,"[""cet4-w-c807d0a9f6c1dd675ee8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,prep. 在...之上,s:ontos,ecdict-bc015ed2e24a
opening,gk cet4 cet6 ky ielts,"[""cet4-w-6f96468bcfa4e49268b4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 开始, 口子, 穴, 揭幕
a. 开始的",0:open/1:i/i:opening/s:openings,ecdict-bc015ed2e24a
opera,gk cet4 cet6 ky toefl,"[""cet4-w-94926474cf9cdce5b713""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,n. 歌剧,s:operas,ecdict-bc015ed2e24a
operate,gk cet4 cet6 ky toefl,"[""cet4-w-ae997decc31d57429de4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 操作, 运转, 动手术, 活动",i:operating/d:operated/3:operates/p:operated,ecdict-bc015ed2e24a
operation,zk gk cet4 cet6 ky,"[""cet4-w-444c738880687a180cbb""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 操作, 动作, 手术, 运算, 作用, 业务
[计] 运算",s:operations,ecdict-bc015ed2e24a
operational,cet4 cet6 ky,"[""cet4-w-dab8b68307844239131f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 操作的, 运作的
[法] 操作上的, 业务上的, 可起作用的",,ecdict-bc015ed2e24a
operator,gk cet4 cet6 ky toefl,"[""cet4-w-04a97a5c04519441b147""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 操作员, 行家, 经纪人, 算子, 运算符
[计] 运算符",s:operators,ecdict-bc015ed2e24a
opinion,gk cet4 cet6 ky toefl ielts,"[""cet4-w-c11fb8b5d7b72b32a3f8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 意见, 评价, 主张
[经] 意见",s:opinions,ecdict-bc015ed2e24a
opponent,cet4 cet6 ky toefl ielts gre,"[""cet4-w-40d035010240700ea942""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 对手, 敌手, 反对者
a. 敌对的, 反对的, 对面的",s:opponents,ecdict-bc015ed2e24a
opportunity,cet4 cet6 ky toefl ielts,"[""cet4-w-380381f7ee29a115db07""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 机会, 时机",s:opportunities,ecdict-bc015ed2e24a
oppose,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-2243132d496cef2c9c6c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 反对, 以...对抗, 抗争
vi. 反对",d:opposed/p:opposed/i:opposing/3:opposes,ecdict-bc015ed2e24a
opposite,gk cet4 cet6 ky toefl ielts,"[""cet4-w-f93df862ac89e0fecba4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 相对的, 相反的, 对面的
prep. 对面
n. 对立面",s:opposites,ecdict-bc015ed2e24a
oppress,cet4 cet6 ky ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"vt. 压迫, 压抑, 使烦恼",d:oppressed/p:oppressed/i:oppressing/3:oppresses,ecdict-bc015ed2e24a
optical,cet4 cet6 ky toefl ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"a. 眼睛的, 视觉的, 光学的
[机] 光学上的, 光学的",s:opticals,ecdict-bc015ed2e24a
optics,cet4,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 光学
[化] 光学",,ecdict-bc015ed2e24a
optimistic,gk cet4 cet6 ky toefl,"[""cet4-w-1397b890deac5467c09d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 乐观的, 乐观主义的, 乐天的",,ecdict-bc015ed2e24a
option,cet4 cet6 ky toefl ielts,"[""cet4-w-8502293550e011902640""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 选择权, 挑选, 选项
[计] 选项",s:options,ecdict-bc015ed2e24a
optional,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-dbadc8c40027481df94d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 可选择的, 随意的
[化] 选购的",,ecdict-bc015ed2e24a
oral,gk cet4 cet6 ky toefl ielts,"[""cet4-w-53ee0e11ef68299259c5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 口试
a. 口头的, 口述的, 口部的",s:orals,ecdict-bc015ed2e24a
orbit,gk cet4 cet6 ky toefl ielts,"[""cet4-w-1c73b04b296014006709""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 轨道, 常轨, 眼眶
vt. 绕...轨道而行
vi. 进入轨道, 盘旋",s:orbits/i:orbiting/p:orbited/3:orbits/d:orbited,ecdict-bc015ed2e24a
orchestra,cet4 cet6 ky toefl ielts gre,"[""cet4-w-6b90edc75ceb04307391""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 管弦乐队, 乐队演奏处",s:orchestras,ecdict-bc015ed2e24a
orderly,cet4 cet6 ky toefl ielts,"[""cet4-w-c4df4445e2d96eb749e3""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 有秩序的, 整齐的, 值班的
n. 护理员, 清道夫, 传令兵, 勤务兵
adv. 依次地, 顺序地",s:orderlies,ecdict-bc015ed2e24a
ordinary,gk cet4 cet6 ky ielts,"[""cet4-w-e06d2b0d437c8bb4d519""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 平常的, 普通的, 平凡的
n. 平常的人(或事)",s:ordinaries,ecdict-bc015ed2e24a
ore,cet4 cet6 ky toefl ielts gre,"[""cet4-w-3070dbc4c2b7dfa98596""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 矿石
[经] 矿",s:ores,ecdict-bc015ed2e24a
organ,gk cet4 cet6 ky ielts,"[""cet4-w-0962bb48459d82b64a9e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 风琴, 器官, 元件, 机构, 机关
[电] 风琴",s:organs,ecdict-bc015ed2e24a
organic,cet4 cet6 ky toefl ielts,"[""cet4-w-2562b37badc816f764c7""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 器官的, 有机的, 组织的, 根本的
[医] 器官的, 有生命的, 有机的, 器质的",s:organics,ecdict-bc015ed2e24a
organism,cet4 cet6 ky toefl ielts gre,"[""cet4-w-97e61d685d9caa68d61e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 生物, 有机体, 社会组织
[医] 生物[体],[有]机体",s:organisms,ecdict-bc015ed2e24a
organization,gk cet4 cet6 ky ielts,"[""cet4-w-a3e2e30e441013371acf""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 组织, 结构, 团体, 体制
[医] 组织, 机构, 机化(血栓或坏死组织)",s:organizations,ecdict-bc015ed2e24a
organize,cet4 cet6 ky,"[""cet4-w-e2d0356a75684a22bd79""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 组织, 有机化, 给予生机
vi. 组织起来",d:organized/i:organizing/p:organized/3:organizes,ecdict-bc015ed2e24a
orient,cet4 cet6 ky toefl gre,"[""cet4-w-aa91d266b430f6c94810""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 东方, 东方诸国
a. 东方的
vi. 向东
vt. 使朝东, 使适应, 确定方向",p:oriented/d:oriented/i:orienting/3:orients,ecdict-bc015ed2e24a
oriental,cet4 cet6 ky toefl ielts,"[""cet4-w-bd310b86c3db72bb1f89""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 东方人, 亚洲人
a. 东方诸国的, 亚洲的, 东方的",s:orientals,ecdict-bc015ed2e24a
origin,gk cet4 cet6 ky toefl ielts,"[""cet4-w-959cdba89bafc1973b35""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 起源, 起因, 出身, 开端
[计] 原点; 起始地址; 信件来源的相关数据",s:origins,ecdict-bc015ed2e24a
original,cet4 cet6 ky toefl ielts gre,"[""cet4-w-24e0bc920542dac47c05""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 最初的, 原始的, 有创意的
n. 原物, 原作",s:originals,ecdict-bc015ed2e24a
originate,cet4 cet6 ky toefl ielts,"[""cet4-w-13b7df9604549d80d415""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 创始, 发明, 发起
vi. 发源, 发生, 起航
[计] 发自",d:originated/i:originating/p:originated/3:originates,ecdict-bc015ed2e24a
ornament,cet4 cet6 ky toefl ielts,"[""cet4-w-4bd84d0d88c5cb38886b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 装饰, 点缀品, 教堂用品
vt. 装饰, 修饰",s:ornaments/d:ornamented/i:ornamenting/p:ornamented/3:ornaments,ecdict-bc015ed2e24a
orphan,cet4 cet6 ky,"[""cet4-w-17c3b8cfcb05f6de6f62""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 孤儿
a. 无双亲的, 孤儿的
vt. 使成孤儿
[计] 弧体",s:orphans/i:orphaning/p:orphaned/3:orphans/d:orphaned,ecdict-bc015ed2e24a
otherwise,gk cet4 cet6 ky ielts,"[""cet4-w-f60174db60207f6f8b02""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 否则, 不同地, 别的方式",,ecdict-bc015ed2e24a
ought,gk cet4 cet6 ky,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"aux. 应该, 大概
n. 责任",,ecdict-bc015ed2e24a
ounce,cet4 cet6 ky toefl,"[""cet4-w-2c557c612ec8eaeafc66""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 盎司, 少量, 雪豹
[医] 英两, Г",s:ounces,ecdict-bc015ed2e24a
outcome,gk cet4 cet6 ky toefl ielts,"[""cet4-w-7d8fffa3bc3035c27c7e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 结果, 出口",s:outcomes,ecdict-bc015ed2e24a
outdoor,cet4 cet6 ky,"[""cet4-w-b4e19fbb0552eeac9419""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 户外的, 屋外的, 露天的",,ecdict-bc015ed2e24a
outdoors,gk cet4 cet6 toefl,"[""cet4-w-ebafc50215d0a5f9ed51""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 户外, 野外活动
adv. 在户外, 在野外",,ecdict-bc015ed2e24a
outer,gk cet4 cet6 ky,"[""cet4-w-e926e8704ef5c21bd935""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 外部的, 外面的, 在外的, 远离中心的
[机] 外部的, 外面的, 外侧的",s:outers,ecdict-bc015ed2e24a
outlet,cet4 cet6 ky toefl ielts gre,"[""cet4-w-56452548261104a1bae4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 出口, 发泄方法, 市场
[医] 出口",s:outlets,ecdict-bc015ed2e24a
outline,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-74bfc53405bdfbbbd4a0""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 大纲, 轮廓, 概要
vt. 描画轮廓, 描述要点
n. 大纲, 分级, 轮廓
[计] 大纲, 分级, 轮廓",d:outlined/s:outlines/p:outlined/i:outlining/3:outlines,ecdict-bc015ed2e24a
outlook,cet4 cet6 ky toefl,"[""cet4-w-2017a9771008d681e9c9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 观点, 景色, 前途, 了望
[经] 展望",s:outlooks,ecdict-bc015ed2e24a
output,gk cet4 cet6 ky toefl ielts,"[""cet4-w-b15de643e2b155faab24""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 输出, 产品, 产量
[计] 输出",s:outputs/d:output/0:output/1:d/3:outputs/i:outputting,ecdict-bc015ed2e24a
outset,cet4 cet6 ky toefl ielts gre,"[""cet4-w-8885b9efeee53741b9ed""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 着手, 开头, 最初",,ecdict-bc015ed2e24a
outskirt,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 边缘, 郊外, 外围",,ecdict-bc015ed2e24a
outstanding,gk cet4 cet6 ky toefl,"[""cet4-w-b5fab7b93ddcc5fae16f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 杰出的, 突出的, 未偿付的, 未决定的
[经] 未解决的, 未偿付",,ecdict-bc015ed2e24a
outward,gk cet4 cet6 ky toefl,"[""cet4-w-ca4721cce623ef54f294""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 向外的, 表面的, 外服的
adv. 向外, 在外, 表面",,ecdict-bc015ed2e24a
outwards,cet4 cet6,"[""cet4-w-3891a0900c4307488835""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,adv. 向外地,,ecdict-bc015ed2e24a
oval,gk cet4 cet6 ky toefl ielts,"[""cet4-w-d896d554b163b7cda478""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 椭圆形
a. 卵形的, 椭圆形的",s:ovals,ecdict-bc015ed2e24a
oven,cet4 cet6 ky toefl,"[""cet4-w-676398d02b41d2e5994a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 烤箱, 灶, 子宫
[化] 烘箱",s:ovens,ecdict-bc015ed2e24a
overall,cet4 cet6 ky toefl ielts,"[""cet4-w-4274f846a3501537b0b1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 全部的, 全体的, 从头至尾的, 一切在内的
adv. 从头到尾, 总的说来
n. 罩衫, 工作服",s:overalls,ecdict-bc015ed2e24a
overcoat,zk gk cet4 cet6 ky,"[""cet4-w-d5edcaa754be6a15615f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,n. 外套大衣,s:overcoats/d:overcoated/p:overcoated,ecdict-bc015ed2e24a
overcome,gk cet4 cet6 ky toefl ielts,"[""cet4-w-57ef7280a8b54c8fd959""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 战胜, 克服, 胜过
vi. 得胜",d:overcome/0:overcome/1:d/i:overcoming/p:overcame/3:overcomes,ecdict-bc015ed2e24a
overdue,cet4 toefl ielts gre,"[""cet4-w-5e4293db7ad137393f1a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 过期的, 未兑的, 迟到的, 早就成熟的
[经] 过期未付的",s:overdues,ecdict-bc015ed2e24a
overhead,gk cet4 cet6 ky ielts,"[""cet4-w-f0eff42f088027bd3eec""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 经常开支, 普通用费, 天花板
a. 在头上的, 高架的
adv. 在头顶上, 在空中, 在高处, 从头到脚全部没入地
[计] 总开销; 额外开销",s:overheads,ecdict-bc015ed2e24a
overlook,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-e13e951f03e651552ce9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 俯瞰, 远眺, 没注意到
n. 眺望, 俯瞰到的景色",i:overlooking/d:overlooked/3:overlooks/p:overlooked,ecdict-bc015ed2e24a
overnight,cet4 cet6 ky,"[""cet4-w-6337a03245089e923dd3""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 前一天晚上, 一夜的逗留
a. 通宵的, 晚上的, 前夜的
adv. 在前一夜, 整夜, 昨晚一晚上",s:overnights,ecdict-bc015ed2e24a
overseas,cet4 cet6 ky ielts,"[""cet4-w-826df320270fc9350ee0""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 海外的, 国外的
adv. 在海外, 在国外",,ecdict-bc015ed2e24a
overtake,cet4 cet6 ky ielts,"[""cet4-w-636caafcba46b9f69044""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 赶上, 突然降临于, 压倒, 代替",d:overtaken/p:overtook/i:overtaking/3:overtakes,ecdict-bc015ed2e24a
overtime,cet4 cet6 ky toefl,"[""cet4-w-b12b39a51ca9310c1d93""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 超时, 加班, 延长时间
a. 超时的, 加班的
adv. 加班地
vt. 使超过时间",,ecdict-bc015ed2e24a
owe,gk cet4 cet6 ky ielts,"[""cet4-w-dd6952edde705dadac3f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 亏欠, 负...债, 归功于, 怀有, 应给予, 感恩
vi. 欠钱",i:owing/p:owed/3:owes/d:owed,ecdict-bc015ed2e24a
owing,cet4 ky,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"a. 未付的, 亏欠的, 受惠的, 归因于...的
[经] 应付的, 欠着的, 未付的",0:owe/1:i/i:owing/s:owings,ecdict-bc015ed2e24a
owl,cet4 cet6 ky gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 猫头鹰
[法] 走私",s:owls,ecdict-bc015ed2e24a
owner,zk gk cet4 cet6 ky,"[""cet4-w-bf94d75c2472428dd948""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 拥有者, 物主, 所有人
[经] 所有者, 物主, 业主",s:owners,ecdict-bc015ed2e24a
ownership,gk cet4 cet6 ky ielts,"[""cet4-w-ff188d0e7a14d0224539""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 所有权, 物主身份
[经] 所有权, 所有制",s:ownerships,ecdict-bc015ed2e24a
